user_id,payment_date,amount,subscription_type,is_renewal
37389,2024-05-15,7.99,basic,False
33528,2024-10-12,14.99,premium,False
26862,2024-08-05,14.99,premium,False
2758,2024-11-11,9.99,basic,False
8507,2024-01-02,9.99,basic,False
33046,2024-07-24,9.99,basic,False
26410,2024-08-24,14.99,premium,False
31025,2024-10-31,9.99,basic,False
29434,2024-11-26,9.99,basic,False
1108,2024-10-03,14.99,premium,False
23173,2024-09-24,9.99,basic,False
29698,2024-04-09,9.99,basic,False
45934,2024-01-19,19.99,premium,False
25829,2024-04-07,9.99,basic,False
11102,2024-11-08,9.99,premium,False
22673,2024-04-01,19.99,premium,False
6169,2024-01-17,9.99,basic,False
9584,2024-02-13,9.99,basic,False
42853,2024-04-06,19.99,premium,False
47063,2024-03-18,9.99,premium,
44496,2024-11-13,9.99,basic,False
1522,2024-12-07,9.99,basic,False
46497,2024-09-20,19.99,premium,False
35082,2024-02-29,19.99,premium,False
28116,2024-05-13,14.99,premium,False
11684,2024-03-27,7.99,basic,False
8412,2024-12-14,14.99,premium,False
44407,2024-07-12,14.99,premium,False
50119,2024-02-17,9.99,basic,False
6308,2024-05-06,14.99,premium,False
16948,2024-11-28,14.99,premium,False
3875,2024-01-18,9.99,basic,False
47482,2024-08-25,14.99,premium,False
49428,2024-10-07,14.99,premium,False
35730,2024-10-24,7.99,basic,False
7405,2024-04-30,14.99,premium,False
48242,2024-02-23,19.99,premium,False
43516,2024-07-19,9.99,basic,False
46395,2024-10-20,14.99,premium,False
14654,2024-09-11,9.99,basic,False
14123,2024-08-26,9.99,premuim,False
48047,2024-11-16,14.99,premium,False
35300,2024-05-07,9.99,basic,False
9129,2024-09-19,14.99,premium,False
19379,2024-04-01,7.99,basic,False
33430,2024-09-28,7.99,basic,False
22879,2024-09-20,14.99,premium,False
37574,2024-03-28,19.99,premium,False
17159,2024-09-12,9.99,basic,False
35540,2024-02-22,9.99,basic,False
29333,2024-05-15,4.99,basic,False
49792,2024-10-16,9.99,basic,False
36592,2024-04-11,14.99,premium,False
14080,2024-07-23,14.99,premium,False
32434,2024-02-22,9.99,basic,False
33426,2024-11-29,14.99,premium,False
9500,2024-03-13,9.99,basic,False
38746,2024-05-12,14.99,premium,False
43311,2024-09-14,7.99,basic,False
18596,2024-11-23,7.99,basic,False
45582,2024-11-20,,premium,False
32787,2024-07-03,9.99,basic,False
23203,2024-11-25,4.99,basic,False
14797,2024-04-06,9.99,premium,False
8559,2024-10-14,19.99,premium,False
19911,2024-07-07,7.99,basic,False
16784,2024-06-26,4.99,basic,False
29266,2024-01-09,9.99,basic,False
11146,2024-09-05,9.99,basic,False
35350,2024-01-25,14.99,premium,False
15936,2024-01-11,9.99,basic,False
19138,2024-01-16,7.99,basic,False
39820,2024-02-01,7.99,basic,False
26304,2024-03-23,14.99,premium,False
35887,2024-06-21,14.99,premium,False
6837,2024-05-05,14.99,premium,False
15263,2024-07-26,7.99,basic,False
2358,2024-01-23,9.99,premium,False
14760,2024-01-09,19.99,premium,False
6559,2024-09-28,7.99,basic,False
31214,2024-02-07,4.99,basic,False
33726,2024-12-10,19.99,premium,False
23423,2024-05-27,19.99,premium,False
24624,2024-11-18,7.99,basic,False
10737,2024-10-17,14.99,premium,False
33351,2024-03-03,9.99,premium,False
21873,2024-06-10,7.99,basic,False
25090,2024-07-10,9.99,premium,False
40232,2024-01-26,7.99,basic,False
4136,2024-01-05,9.99,basic,False
8846,2024-09-22,7.99,basic,False
41139,2024-05-08,19.99,premium,False
19320,2024-12-19,9.99,basic,False
33565,2024-07-25,4.99,basic,False
47919,2024-08-31,9.99,premium,False
4578,2024-03-03,7.99,basic,False
27124,2024-10-06,7.99,basic,False
35093,2024-09-26,14.99,premium,False
43100,2024-11-19,9.99,premium,False
3175,2024-01-25,14.99,premium,False
30443,2024-01-05,7.99,basic,False
15091,2024-03-23,9.99,basic,False
34272,2024-06-02,7.99,basic,False
19197,2024-02-22,19.99,premium,False
9211,2024-11-18,9.99,basic,False
1651,2024-01-11,9.99,basic,False
41403,2024-02-29,7.99,basic,False
25625,2024-02-27,4.99,basic,False
26388,2024-02-25,9.99,basic,False
18221,2024-05-02,9.99,basic,False
40777,2024-05-31,9.99,basic,False
26898,2024-10-05,4.99,basic,False
49372,2024-05-17,14.99,premium,
17883,2024-06-16,9.99,basic,False
44202,2024-10-26,19.99,premium,False
176,2024-02-23,14.99,premium,False
11722,2024-11-03,9.99,basic,False
323,2024-09-01,7.99,basic,False
21513,2024-02-25,14.99,premium,False
814,2024-11-20,9.99,basic,False
6875,2024-10-31,7.99,basic,False
8161,2024-12-18,14.99,premium,False
8506,2024-09-28,19.99,premium,False
40639,2024-03-17,7.99,basic,False
17644,2024-02-01,19.99,premium,False
25018,2024-07-08,19.99,premium,False
43512,2024-02-20,14.99,premium,False
4429,2024-02-24,19.99,premium,False
15185,2024-01-05,14.99,premium,False
40948,2024-01-28,9.99,basic,False
20666,2024-10-27,14.99,premium,False
49320,2024-12-19,7.99,basic,False
4159,2024-12-07,14.99,premium,False
40869,2024-03-05,7.99,basic,False
32684,2024-03-08,9.99,basic,False
2087,2024-02-05,4.99,basic,False
15954,2024-04-15,7.99,basic,False
8018,2024-08-13,9.99,basic,False
3981,2024-10-21,14.99,premium,False
39164,2024-01-20,7.99,basic,False
39402,2024-08-07,9.99,basic,False
48660,2024-12-20,9.99,basic,False
13752,2024-03-28,9.99,basic,False
41738,2024-05-01,14.99,premium,False
37046,2024-04-13,14.99,premium,False
26872,2024-02-28,4.99,basic,False
40030,2024-05-08,9.99,basic,False
29004,2024-02-29,9.99,basic,False
15683,2024-01-05,19.99,premium,False
7682,2024-07-07,14.99,premium,False
40444,2024-10-25,14.99,premium,False
26645,2024-02-02,7.99,basic,False
43296,2024-07-24,19.99,premium,False
8745,2024-07-06,7.99,basic,False
38794,2024-03-12,4.99,basic,False
34705,2024-01-26,19.99,premium,False
48547,2024-12-06,14.99,premium,False
36541,2024-02-21,14.99,premium,False
29259,2024-03-10,9.99,premium,False
40057,2024-10-12,7.99,basic,False
9433,2024-09-13,14.99,premium,False
50193,2024-04-06,9.99,basic,False
29465,2024-01-21,4.99,basic,False
38898,2024-10-08,7.99,basic,False
1665,2024-12-22,14.99,premium,False
47668,2024-01-20,14.99,premium,False
38959,2024-08-20,7.99,basic,False
30761,2024-12-06,9.99,premium,False
9640,2024-01-08,14.99,premium,False
40697,2024-02-26,9.99,basic,False
47432,2024-11-12,14.99,premium,False
19967,2024-09-23,7.99,basic,False
50465,2024-05-31,9.99,basic,False
34766,2024-04-14,9.99,basic,False
46678,2024-09-27,9.99,basic,False
26266,2024-03-30,9.99,basic,False
22033,2024-09-08,14.99,premium,False
47752,2024-07-04,9.99,basic,False
6974,2024-05-21,9.99,basic,False
2644,2024-08-24,14.99,premium,False
48875,2024-09-19,7.99,basic,False
17411,2024-03-21,9.99,basic,False
12735,2024-03-24,9.99,premium,False
18147,2024-09-18,7.99,basic,False
8899,2024-01-24,7.99,basic,False
15980,2024-02-21,7.99,basic,False
47161,2024-12-07,14.99,premium,False
47079,2024-12-10,-14.99,basic,False
33533,2024-10-09,7.99,basic,False
15848,2024-10-10,abc,premium,False
24019,2024-03-20,9.99,basic,False
36723,2024-08-19,9.99,basic,False
33049,2024-09-30,9.99,basic,False
23844,2024-10-22,9.99,basic,False
43678,2024-10-14,9.99,basic,False
25745,2024-08-10,9.99,premium,False
9709,2024-04-26,9.99,basic,
46663,2024-09-26,9.99,basic,False
38012,2024-05-21,9.99,basic,False
43397,2024-04-06,9.99,basic,False
13420,2024-09-29,9.99,basic ,False
31466,2024-07-23,4.99,basic,False
32634,2024-02-25,14.99,premium,False
24737,2024-07-03,9.99,premium,False
4725,2024-03-08,7.99,basic,False
19127,2024-11-29,14.99,premium,False
37927,2024-05-20,9.99,basic,False
39800,2024-08-27,abc,basic,False
16012,2024-04-21,abc,basic,False
9464,2024-06-18,14.99,premium,False
3066,2024-03-25,19.99,premium,False
34038,2024-07-24,14.99,premium,False
14073,2024-04-29,19.99,premium,False
32077,2024-05-19,4.99,basic,False
35750,2024-04-06,9.99,basic,False
36969,2024-09-08,7.99,basic,False
2347,2024-09-07,9.99,basic,False
967,2024-09-21,14.99,premium,False
10719,2024-01-11,7.99,basic,False
41772,2024-04-18,9.99,basic,False
16525,2024-07-17,19.99,premium,False
46406,2024-04-11,14.99,premium,False
32100,2024-02-21,9.99,basic,False
38783,2024-04-16,7.99,basic,False
43312,2024-02-09,7.99,basic,False
6497,2024-05-11,14.99,premium,False
29721,2024-02-27,14.99,premium,False
43902,2024-01-14,7.99,basic,False
7137,2024-11-04,4.99,basic,False
43927,2024-09-02,7.99,basic,False
45148,2024-09-14,9.99,basic,False
10606,2024-03-12,9.99,basic,False
18612,2024-03-03,7.99,basic,False
50508,2024-05-24,9.99,basic,False
48785,2024-02-02,7.99,basic,False
5542,2024-08-26,9.99,basic,False
41725,2024-01-23,9.99,basic,False
44841,2024-09-04,abc,premium,False
46790,2024-01-26,14.99,premium,False
32963,2024-10-01,9.99,basic,False
28023,2024-05-10,9.99,basic,False
45702,2024-02-14,14.99,premium,False
27992,2024-07-26,9.99,basic,False
46765,2024-02-29,9.99,premium,False
46597,2024-02-20,14.99,premium,False
3798,2024-01-31,14.99,premium,False
44991,2024-05-24,14.99,premium,False
34322,2024-01-04,9.99,basic,False
45452,2024-10-14,9.99,basic,False
23434,2024-01-23,19.99,premium,False
21384,2024-07-27,7.99,basic,False
5247,2024-10-14,7.99,basic,False
1825,2024-09-03,19.99,premium,False
29186,2024-02-08,19.99,premium,False
12646,2024-05-21,9.99,basic,False
35852,2024-09-21,4.99,basic,False
16285,2024-02-26,9.99,basic,False
40705,2024-06-08,14.99,premium,False
16341,2024-01-02,9.99,basic,False
12001,2024-08-28,14.99,premium,False
5018,2024-04-18,19.99,premium,False
20392,2024-01-08,14.99,premium,False
44634,2024-05-02,9.99,basic,False
48480,2024-04-30,14.99,premium,False
6259,2024-10-23,9.99,basic,False
10521,2024-07-09,9.99,basic,False
1416,2024-11-28,7.99,basic,False
48596,2024-09-30,9.99,basic,False
838,2024-04-30,9.99,basic,False
24740,2024-08-31,19.99,premium,False
38136,2024-01-04,9.99,basic,False
36500,2024-12-15,14.99,premium,False
11937,2024-10-10,9.99,basic,False
7497,2024-01-22,19.99,premium,False
20283,2024-09-02,9.99,basic,False
15571,2024-11-06,9.99,basic,False
48135,2024-01-25,9.99,Premium,False
23758,2024-01-18,7.99,basic,False
13968,2024-11-24,14.99,premium,False
46940,2024-03-28,19.99,premium,False
30371,2024-10-29,14.99,premium,False
36660,2024-01-16,7.99,basic,False
13261,2024-09-29,7.99,basic,False
33149,2024-04-03,9.99,basic,False
5740,2024-06-05,7.99,BASIC,False
33550,2024-10-02,7.99,basic,False
28682,2024-05-14,14.99,premium,False
33096,2024-11-26,9.99,basic,False
14510,2024-08-18,9.99,basic,False
33953,2024-09-29,7.99,basic,False
20153,2024-03-20,7.99,basic,False
7225,2024-11-11,14.99,premium,False
7403,2024-07-25,14.99,premium,False
16288,2024-08-17,14.99,premium,False
48663,2024-08-27,9.99,basic,False
19438,2024-01-21,9.99,basic,False
30020,2024-04-05,9.99,basic,False
36218,2024-02-28,4.99,basic,False
19369,2024-10-05,19.99,premium,False
13133,2024-08-13,4.99,basic,False
48180,2024-01-21,7.99,basic,False
10356,2024-01-28,19.99,premium,False
9645,2024-05-11,19.99,premium,False
1771,2024-06-09,9.99,basic,False
36621,2024-03-27,19.99,premium,False
10844,2024-04-06,7.99,basic,False
15565,2024-03-31,abc,basic,False
23102,2024-03-23,19.99,premium,False
22293,2024-06-23,7.99,basic,False
29151,2024-11-05,4.99,basic,False
34183,2024-09-29,7.99,basic,False
42484,2024-06-08,19.99,premium,False
33978,2024-03-07,9.99,basic,False
3921,2024-11-30,14.99,premium,False
3667,2024-10-23,9.99,basic,False
46600,2024-10-03,14.99,premium,False
24775,2024-01-16,14.99,premium,False
44393,2024-03-10,7.99,basic,False
23056,2024-04-29,7.99,basic,False
6966,2024-02-08,4.99,basic,False
30667,2024-02-10,7.99,basic,False
22332,2024-02-24,9.99,basic,False
40842,2024-01-16,14.99,premium,False
26941,2024-02-19,14.99,premium,False
23942,2024-12-11,7.99,basic,False
20986,2024-01-25,7.99,basic,False
7843,2024-01-20,14.99,premium,False
24358,2024-03-20,14.99,premium,False
49016,2024-03-07,7.99,basic,False
6938,2024-10-04,14.99,premium,False
19238,2024-02-10,9.99,basic,False
18438,2024-08-09,19.99,premium,False
39263,2024-10-25,9.99,basic,False
20672,2024-05-18,7.99,basic,False
29987,2024-08-18,14.99,premium,False
11485,2024-02-20,14.99,premium,False
9426,2024-10-04,7.99,basic,False
3089,2024-07-31,14.99,premium,False
42280,2024-04-01,14.99,premium,False
40501,2024-12-02,14.99,premium,False
20905,2024-10-29,14.99,premium,False
40589,2024-10-27,9.99,basic,False
47553,2024-12-18,9.99,premium,False
49035,2024-07-17,9.99,BASIC,False
3834,2024-05-11,14.99,premium,False
43174,2024-12-23,14.99,premium,False
20406,2024-05-28,14.99,premium,False
25434,2024-06-07,14.99,premium,False
22401,2024-02-16,9.99,basic,False
49454,2024-02-02,4.99,basic,False
23007,2024-04-05,9.99,basic,False
16174,2024-12-05,7.99,basic,False
11550,2024-12-08,9.99,basic,False
18594,2024-10-13,9.99,basic,False
7389,2024-04-02,7.99,basic,False
18845,2024-08-26,19.99,premium,False
20583,2024-04-23,9.99,basic,False
40674,2024-11-10,9.99,basic,False
20448,2024-02-13,9.99,basic,False
6960,2024-12-14,7.99,basic,False
19841,2024-12-24,9.99,basic,False
47365,2024-09-23,4.99,basic,False
7006,2024-05-11,9.99,basic,False
9492,2024-01-13,14.99,premium,False
5660,2024-08-17,7.99,basic,False
35591,2024-01-30,9.99,basic,False
9529,2024-12-17,9.99,basic,False
13503,2024-02-19,14.99,premium,False
1849,2024-11-07,9.99,basic,False
47400,2024-11-26,4.99,basic,False
24335,2024-08-11,abc,premium,False
28279,2024-02-11,7.99,basic,False
48930,2024-03-23,14.99,premium,False
16955,2024-12-14,9.99,,False
3562,2024-10-22,14.99,premium,False
39087,2024-09-19,9.99,basic,False
39363,2024-04-21,9.99,basic,False
31030,2024-11-13,9.99,basic,False
26650,2024-09-24,19.99,premium,False
32933,2024-09-18,9.99,basic,False
12687,2024-08-26,14.99,premium,False
48869,2024-09-06,9.99,basic,False
11164,2024-10-03,4.99,Premium,False
17973,2024-01-20,7.99,basic,False
14866,2024-01-22,9.99,basic,False
36729,2024-10-08,19.99,premium,False
27004,2024-04-08,9.99,basic,False
36253,2024-08-01,7.99,basic,False
31020,2024-10-28,14.99,premium,False
12056,2024-06-28,14.99,premium,False
9886,2024-09-10,9.99,basic,False
21334,2024-09-01,7.99,basic,False
44239,2024-08-13,9.99,basic,False
30080,2024-04-20,7.99,basic,False
7670,2024-04-23,9.99,basic,False
6856,2024-04-17,14.99,premium,False
47247,2024-11-29,7.99,basic,False
18964,2024-02-26,,premium,False
22078,2024-06-03,9.99,basic,False
2194,2024-07-20,14.99,premium,False
41220,2024-12-22,7.99,basic,False
7953,2024-08-10,19.99,premium,False
6852,2024-11-24,14.99,premium,False
13398,2024-06-20,14.99,premium,False
1545,2024-12-06,7.99,basic,False
9889,2024-03-02,14.99,premium,False
34514,2024-05-14,14.99,premium,False
29858,2024-01-25,4.99,basic,False
14818,2024-04-30,9.99,basic,False
35248,2024-10-24,14.99,premium,False
31721,2024-04-05,9.99,basic,False
38088,2024-08-09,9.99,premium,False
36045,2024-02-16,14.99,premium,False
39279,2024-11-27,14.99,premium,False
46504,2024-02-10,4.99,basic,False
12228,2024-01-27,9.99,basic,False
16739,2024-10-22,19.99,premium,False
16072,2024-07-25,9.99,basic,False
15778,2024-08-23,9.99,basic,False
40103,2024-09-03,7.99,basic,False
14933,2024-07-20,14.99,premium,False
32271,2024-07-29,7.99,basic,False
30104,2024-01-15,9.99,basic,False
14359,2024-11-04,19.99,premium,False
23305,2024-09-05,14.99,premium,False
6478,2024-02-05,14.99,premium,False
3564,2024-05-24,9.99,premium,False
42027,2024-05-07,9.99,basic,False
8933,2024-02-20,9.99,basic,False
25526,2024-01-19,7.99,basic,False
32854,2024-11-30,19.99,premium,False
26975,2024-09-01,14.99,premium,
18027,2024-06-05,14.99,premium,False
37477,2024-10-22,14.99,premium,False
40997,2024-01-07,9.99,basic,False
10409,2024-08-12,9.99,basic,False
1944,2024-09-14,9.99,premium,False
49857,2024-02-26,14.99,premium,False
42121,2024-09-25,9.99,premium,False
11083,2024-05-10,14.99,premium,False
29550,2024-10-16,7.99,basic,False
20931,2024-08-19,14.99,premium,False
18987,2024-11-01,14.99,premium,False
45230,2024-02-16,9.99,basic,False
13178,2024-05-25,9.99,basic,False
39821,2024-11-18,7.99,basic,False
28801,2024-05-28,,premium,False
3516,2024-11-27,-7.99,basic,False
35162,2024-09-25,14.99,premium,False
34107,2024-12-02,4.99,basic,False
27977,2024-11-16,9.99,basic,False
48531,2024-02-13,9.99,basic,False
12261,2024-12-15,4.99,basic,False
40688,2024-12-24,9.99,basic,False
16628,2024-09-23,4.99,basic,False
43350,2024-03-08,9.99,basic,False
15757,2024-09-03,9.99,premium,False
16024,2024-06-01,7.99,basic,False
32886,2024-10-31,9.99,basic,False
19140,2024-11-11,19.99,premium,False
19670,2024-10-27,9.99,basic,False
10104,2024-04-22,4.99,basic,False
28835,2024-08-28,19.99,premium,False
46218,2024-12-16,7.99,basic,False
7669,2024-11-01,9.99,basic,False
31849,2024-01-26,14.99,premium,False
33136,2024-11-27,9.99,basic,False
16686,2024-03-19,7.99,basic,False
37900,2024-03-08,9.99,basic,False
11885,2024-09-22,9.99,basic,False
35627,2024-01-11,7.99,basic,False
29315,2024-08-23,9.99,basic,False
23695,2024-09-12,9.99,basic,False
25593,2024-09-19,14.99,premium,False
39528,2024-07-19,14.99,premium,False
22098,2024-08-17,14.99,premium,False
12249,2024-03-05,9.99,basic,False
26846,2024-01-14,7.99,basic,False
6014,2024-06-25,7.99,basic,False
43242,2024-10-10,7.99,basic,False
21497,2024-03-27,7.99,basic,False
5344,2024-02-20,9.99,basic,False
37570,2024-11-11,9.99,basic,False
7971,2024-12-17,9.99,basic,False
49171,2024-07-16,9.99,basic,False
34408,2024-10-06,14.99,premium,False
7839,2024-05-10,4.99,basic,False
31199,2024-03-24,19.99,premium,False
48535,2024-12-19,7.99,basic,False
34895,2024-09-05,9.99,basic,False
24849,2024-01-01,19.99,premium,False
7278,2024-01-29,14.99,premium,False
38858,2024-01-10,7.99,basic,False
29779,2024-07-12,9.99,basic,False
31610,2024-05-05,7.99,basic,False
15122,2024-01-14,14.99,premium,False
23066,2024-02-17,19.99,premium,False
40741,2024-01-29,14.99,premium,False
24166,2024-01-27,abc,basic,False
11068,2024-04-25,14.99,premium,False
7368,2024-07-28,14.99,premium,False
33441,2024-09-22,14.99,premium,False
636,2024-06-07,7.99,basic,False
15485,2024-09-22,14.99,premium,False
47900,2024-04-26,7.99,basic,False
44965,2024-03-13,9.99,basic,False
18016,2024-11-04,9.99,premium,False
26651,2024-09-04,7.99,basic,False
11510,2024-04-22,9.99,basic,False
42022,2024-02-10,7.99,basic,False
41621,2024-12-20,14.99,premium,False
19751,2024-12-10,,premium,False
38318,2024-07-11,14.99,premium,False
40865,2024-03-19,,premium,False
27516,2024-06-09,14.99,premium,False
43801,2024-04-30,19.99,premium,False
43957,2024-09-04,9.99,basic,False
34511,2024-03-07,9.99,basic,False
13336,2024-09-26,9.99,basic,False
33844,2024-10-31,14.99,premium,False
22264,2024-01-09,9.99,basic,False
32027,2024-01-17,19.99,premium,False
11558,2024-10-23,9.99,basic,False
22437,2024-09-23,9.99,basic,False
17573,2024-07-28,14.99,premium,False
2948,2024-07-04,19.99,premium,False
3857,2024-04-28,9.99,basic,False
40515,2024-05-23,9.99,basic,False
33733,2024-07-29,9.99,basic,False
28810,2024-12-10,14.99,premium,False
4361,2024-01-22,9.99,basic,False
35582,2024-02-27,9.99,basic,False
2888,2024-05-22,9.99,basic,False
10307,2024-11-17,19.99,premium,False
11965,2024-07-15,14.99,premium,False
18976,2024-11-12,19.99,premium,False
13876,2024-01-22,7.99,basic,False
40692,2024-01-07,14.99,premium,False
10375,2024-12-22,9.99,basic,False
33376,2024-12-14,9.99,premuim,False
17042,2024-07-04,19.99,premium,False
16697,2024-09-09,abc,basic ,False
42869,2024-12-19,14.99,premium,False
7089,2024-04-11,9.99,basic,False
26937,2024-09-22,7.99,basic,False
24485,2024-10-30,9.99,basic,False
11321,2024-08-07,7.99,basic,False
20393,2024-03-28,14.99,premium,False
30276,2024-12-13,7.99,basic,False
46401,2024-06-29,4.99,basic,False
19461,2024-04-23,4.99,basic,False
8717,2024-07-05,14.99,premium,False
11241,2024-03-12,19.99,premium,False
17843,2024-12-08,9.99,basic,False
21324,2024-12-08,14.99,premium,False
17413,2024-02-18,7.99,basic,False
43479,2024-05-10,9.99,basic,
50234,2024-11-01,14.99,premium,False
4760,2024-12-18,14.99,premium,False
5491,2024-02-17,14.99,premium,False
42172,2024-08-27,14.99,premium,False
21675,2024-05-03,14.99,premium,False
3580,2024-06-21,7.99,basic,False
8684,2024-08-10,7.99,basic,False
37535,2024-03-09,19.99,premium,False
47269,2024-09-17,7.99,basic,False
10608,2024-11-02,14.99,premium,False
42164,2024-01-22,14.99,premium,False
30772,2024-09-06,7.99,basic,False
45824,2024-02-10,7.99,basic,False
44423,2024-09-27,7.99,basic,False
37995,2024-09-29,9.99,basic,False
5256,2024-06-16,19.99,premium,False
9905,2024-11-22,7.99,basic,False
19573,2024-04-05,14.99,BASIC,False
8440,2024-05-20,14.99,premium,False
1480,2024-05-28,9.99,basic,False
41785,2024-07-28,19.99,premium,False
50985,2024-05-08,19.99,premium,False
28419,2024-04-06,-14.99,basic,False
38823,2024-10-21,14.99,premium,False
6520,2024-02-15,14.99,premium,False
16889,2024-03-25,9.99,basic,False
15315,2024-02-21,9.99,basic,False
17124,2024-10-15,9.99,basic,False
28982,2024-01-21,9.99,basic,False
13290,2024-03-22,7.99,basic,False
5755,2024-11-16,9.99,basic,False
15933,2024-11-10,9.99,basic,False
23040,2024-11-09,9.99,basic,False
5196,2024-10-11,14.99,premium,False
21788,2024-07-12,7.99,basic,False
2717,2024-08-29,14.99,premium,False
20074,2024-09-10,7.99,basic,False
43250,2024-04-27,14.99,premium,False
21856,2024-11-11,,basic,False
31972,2024-01-31,7.99,basic,False
2544,2024-08-11,abc,basic,False
40963,2024-11-05,4.99,basic,False
32728,2024-08-10,9.99,basic,False
23760,2024-01-18,,basic,False
26013,2024-02-15,-7.99,premium,False
37310,2024-09-14,19.99,Premium,False
39944,2024-09-05,19.99,premium,False
39847,2024-03-27,14.99,premium,False
1049,2024-11-01,7.99,basic,False
10952,2024-10-15,9.99,basic,False
38560,2024-09-08,,premium,False
14503,2024-01-15,14.99,premium,False
38494,2024-12-02,7.99,basic,False
49877,2024-09-28,-14.99,premium,False
18336,2024-12-07,9.99,basic,False
3376,2024-10-05,14.99,premium,False
30283,2024-04-13,7.99,basic,False
9484,2024-10-12,19.99,premium,False
25435,2024-09-28,14.99,premium,False
383,2024-08-19,14.99,premium,False
6214,2024-04-30,9.99,basic,False
17100,2024-01-11,9.99,basic,False
34552,2024-12-19,9.99,basic,False
48784,2024-08-06,7.99,basic,False
38944,2024-11-27,7.99,basic,False
23638,2024-07-18,9.99,basic,False
2364,2024-06-19,9.99,basic,False
43502,2024-02-08,14.99,premium,False
45118,2024-10-09,14.99,premium,False
20502,2024-06-20,9.99,basic,False
10818,2024-09-12,14.99,premium,False
788,2024-05-18,7.99,basic,False
25894,2024-09-24,9.99,basic,False
49106,2024-07-10,19.99,premium,False
38107,2024-10-22,4.99,basic,False
15872,2024-01-11,9.99,premium,False
2662,2024-11-08,14.99,premium,False
39522,2024-09-09,19.99,premium,False
5925,2024-03-18,9.99,basic,False
8835,2024-11-29,9.99,basic,False
43372,2024-01-18,9.99,premium,False
39973,2024-04-19,19.99,premium,False
17249,2024-10-17,19.99,premium,False
18178,2024-05-07,14.99,premium,False
45511,2024-10-09,14.99,premium,False
38995,2024-12-02,14.99,premium,
33599,2024-08-20,14.99,premium,False
43843,2024-08-04,19.99,premium,False
5478,2024-09-12,9.99,basic,False
50278,2024-10-07,14.99,premium,False
11607,2024-04-26,9.99,basic,False
1836,2024-09-03,7.99,basic,False
44712,2024-03-20,14.99,premium,False
33901,2024-01-22,7.99,basic,False
31760,2024-11-07,14.99,premium,False
10759,2024-04-22,7.99,basic,False
2376,2024-03-30,19.99,premium,False
5806,2024-01-27,9.99,premium,False
29546,2024-04-26,14.99,premium,False
1374,2024-06-21,14.99,premium,False
10422,2024-06-06,9.99,basic,False
38391,2024-01-10,7.99,basic,False
8866,2024-09-10,4.99,basic,False
23484,2024-11-27,9.99,basic,False
35204,2024-08-09,14.99,premium,False
5071,2024-07-19,9.99,basic,False
2461,2024-12-26,14.99,premium,False
45499,2024-07-27,14.99,premium,False
90,2024-06-12,9.99,basic,False
49242,2024-04-02,9.99,basic,False
24761,2024-03-12,9.99,premium,False
16719,2024-04-07,7.99,basic,False
30760,2024-01-25,4.99,basic,False
1423,2024-01-17,14.99,premium,False
47469,2024-03-31,14.99,premium,False
28272,2024-03-17,7.99,basic,False
